season,team,gsis_id,pff_id,pfr_id,fbdb_id,full_name,first_name,last_name,position_nfl_team,position_pff,height,weight,college,birth_date,draft_yr,draft_type,draft_rnd,draft_pick,draft_team,week1_age
2019,ARI,00-0034775,47546,KirkCh01,christian-kirk-kirkch01,Christian Kirk,Christian,Kirk,WR,WR,71,200,Texas A&M,1996-11-18,2018,Standard,2,47,ARI,22.8035592060233
2018,ARI,00-0034775,47546,KirkCh01,christian-kirk-kirkch01,Christian Kirk,Christian,Kirk,WR,WR,71,200,Texas A&M,1996-11-18,2018,Standard,2,47,ARI,21.8069815195072
2021,HOU,00-0031361,8706,KirkCh00,christian-kirksey-kirksch01,Christian Kirksey,Christian,Kirksey,LB,LB,74,235,Iowa,1992-08-31,2014,Standard,3,71,CLE,29.0321697467488
2020,GB,00-0031361,8706,KirkCh00,christian-kirksey-kirksch01,Christian Kirksey,Christian,Kirksey,LB,LB,74,235,Iowa,1992-08-31,2014,Standard,3,71,CLE,28.0355920602327
2019,CLE,00-0031361,8706,KirkCh00,christian-kirksey-kirksch01,Christian Kirksey,Christian,Kirksey,OLB,LB,74,235,Iowa,1992-08-31,2014,Standard,3,71,CLE,27.0198494182067
2018,CLE,00-0031361,8706,KirkCh00,christian-kirksey-kirksch01,Christian Kirksey,Christian,Kirksey,OLB,LB,74,235,Iowa,1992-08-31,2014,Standard,3,71,CLE,26.0232717316906
2017,CLE,00-0031361,8706,KirkCh00,christian-kirksey-kirksch01,Christian Kirksey,Christian,Kirksey,OLB,LB,74,235,Iowa,1992-08-31,2014,Standard,3,71,CLE,25.0266940451745
2016,CLE,00-0031361,8706,KirkCh00,christian-kirksey-kirksch01,Christian Kirksey,Christian,Kirksey,ILB,LB,74,235,Iowa,1992-08-31,2014,Standard,3,71,CLE,24.0301163586585
2015,CLE,00-0031361,8706,KirkCh00,christian-kirksey-kirksch01,Christian Kirksey,Christian,Kirksey,ILB,LB,74,235,Iowa,1992-08-31,2014,Standard,3,71,CLE,23.0335386721424
2014,CLE,00-0031361,8706,KirkCh00,christian-kirksey-kirksch01,Christian Kirksey,Christian,Kirksey,ILB,LB,74,235,Iowa,1992-08-31,2014,Standard,3,71,CLE,22.0177960301164
2021,PIT,00-0034051,20035,KuntCh02,christian-kuntz-kuntzch01,Christian Kuntz,Christian,Kuntz,LS,ED,73,228,Duquesne,1994-04-13,2017,Undrafted,NA,NA,NE,27.4168377823409
2021,CAR,00-0033280,11763,McCaCh01,christian-mccaffrey-mccafch01,Christian McCaffrey,Christian,McCaffrey,RB,HB,71,205,Stanford,1996-06-07,2017,Standard,1,8,CAR,25.264887063655
2020,CAR,00-0033280,11763,McCaCh01,christian-mccaffrey-mccafch01,Christian McCaffrey,Christian,McCaffrey,RB,HB,71,205,Stanford,1996-06-07,2017,Standard,1,8,CAR,24.2683093771389
2019,CAR,00-0033280,11763,McCaCh01,christian-mccaffrey-mccafch01,Christian McCaffrey,Christian,McCaffrey,RB,HB,71,205,Stanford,1996-06-07,2017,Standard,1,8,CAR,23.2525667351129
2018,CAR,00-0033280,11763,McCaCh01,christian-mccaffrey-mccafch01,Christian McCaffrey,Christian,McCaffrey,RB,HB,71,205,Stanford,1996-06-07,2017,Standard,1,8,CAR,22.2559890485969
2017,CAR,00-0033280,11763,McCaCh01,christian-mccaffrey-mccafch01,Christian McCaffrey,Christian,McCaffrey,RB,HB,71,205,Stanford,1996-06-07,2017,Standard,1,8,CAR,21.2594113620808
2019,CAR,00-0035257,50078,MillCh04,christian-miller-millech06,Christian Miller,Christian,Miller,LB,ED,75,245,Alabama,1996-06-19,2019,Standard,4,115,CAR,23.2197125256674
2016,SF,00-0027950,6164,PondCh00,christian-ponder-pondech01,Christian Ponder,Christian,Ponder,QB,QB,74,230,Florida State,1988-02-25,2011,Standard,1,12,MIN,28.5448323066393
2014,MIN,00-0027950,6164,PondCh00,christian-ponder-pondech01,Christian Ponder,Christian,Ponder,QB,QB,74,229,Florida State,1988-02-25,2011,Standard,1,12,MIN,26.5325119780972
2013,MIN,00-0027950,6164,PondCh00,christian-ponder-pondech01,Christian Ponder,Christian,Ponder,QB,QB,74,229,Florida State,1988-02-25,2011,Standard,1,12,MIN,25.5359342915811
2021,NO,00-0031615,9643,RingCh00,christian-ringo-ringoch01,Christian Ringo,Christian,Ringo,DT,DI,73,300,Louisiana-Lafayette,1992-03-10,2015,Standard,6,210,GB,29.5085557837098
2017,GB,00-0031615,9643,RingCh00,christian-ringo-ringoch01,Christian Ringo,Christian,Ringo,DE,DI,73,298,Louisiana-Lafayette,1992-03-10,2015,Standard,6,210,GB,25.5030800821355
2016,GB,00-0031615,9643,RingCh00,christian-ringo-ringoch01,Christian Ringo,Christian,Ringo,DE,DI,73,298,Louisiana-Lafayette,1992-03-10,2015,Standard,6,210,GB,24.5065023956194
2018,CIN,00-0033039,10795,WestCh02,christian-westerman-westech01,Christian Westerman,Christian,Westerman,OG,G,75,305,Arizona State,1993-02-23,2016,Standard,5,161,CIN,25.5414099931554
2017,CIN,00-0033039,10795,WestCh02,christian-westerman-westech01,Christian Westerman,Christian,Westerman,OG,G,75,305,Arizona State,1993-02-23,2016,Standard,5,161,CIN,24.5448323066393
2016,CIN,00-0033039,10795,WestCh02,christian-westerman-westech01,Christian Westerman,Christian,Westerman,OG,G,75,300,Arizona State,1993-02-23,2016,Standard,5,161,CIN,23.5482546201232
2021,MIA,00-0035231,50293,WilkCh00,christian-wilkins-wilkich01,Christian Wilkins,Christian,Wilkins,DT,DI,76,310,Clemson,1995-12-20,2019,Standard,1,13,MIA,25.7303216974675
2020,MIA,00-0035231,50293,WilkCh00,christian-wilkins-wilkich01,Christian Wilkins,Christian,Wilkins,DE,DI,76,315,Clemson,1995-12-20,2019,Standard,1,13,MIA,24.7337440109514
2019,MIA,00-0035231,50293,WilkCh00,christian-wilkins-wilkich01,Christian Wilkins,Christian,Wilkins,DT,DI,76,315,Clemson,1995-12-20,2019,Standard,1,13,MIA,23.7180013689254
2014,CLE,00-0028309,6527,YounCh02,christian-yount-yountch01,Christian Yount,Christian,Yount,LS,LS,73,250,UCLA,1988-07-08,2011,Undrafted,NA,NA,TB,26.1656399726215
2013,CLE,00-0028309,6527,YounCh02,christian-yount-yountch01,Christian Yount,Christian,Yount,LS,LS,73,256,UCLA,1988-07-08,2011,Undrafted,NA,NA,TB,25.1690622861054
2018,IND,00-0030432,7843,MichCh00,christine-michael-michach01,Christine Michael,Christine,Michael,RB,HB,70,220,Texas A&M,1990-11-09,2013,Standard,2,62,SEA,27.8329911019849
2016,SEA,00-0030432,7843,MichCh00,christine-michael-michach01,Christine Michael,Christine,Michael,RB,HB,70,221,Texas A&M,1990-11-09,2013,Standard,2,62,SEA,25.8398357289528
2015,SEA,00-0030432,7843,MichCh00,christine-michael-michach01,Christine Michael,Christine,Michael,RB,HB,70,221,Texas A&M,1990-11-09,2013,Standard,2,62,SEA,24.8432580424367
2014,SEA,00-0030432,7843,MichCh00,christine-michael-michach01,Christine Michael,Christine,Michael,RB,HB,70,221,Texas A&M,1990-11-09,2013,Standard,2,62,SEA,23.8275154004107
2013,SEA,00-0030432,7843,MichCh00,christine-michael-michach01,Christine Michael,Christine,Michael,RB,HB,70,221,Texas A&M,1990-11-09,2013,Standard,2,62,SEA,22.8309377138946
2015,BAL,00-0029628,7178,BiluCh00,christo-bilukidi-bilukch01,Christo Bilukidi,Christo,Bilukidi,DE,DI,77,310,Georgia State,1989-12-13,2012,Standard,6,189,LV,25.7494866529774
2014,CIN,00-0029628,7178,BiluCh00,christo-bilukidi-bilukch01,Christo Bilukidi,Christo,Bilukidi,DE,DI,77,320,Georgia State,1989-12-13,2012,Standard,6,189,LV,24.7337440109514
2013,LV,00-0029628,7178,BiluCh00,christo-bilukidi-bilukch01,Christo Bilukidi,Christo,Bilukidi,DT,DI,77,320,Georgia State,1989-12-13,2012,Standard,6,189,LV,23.7371663244353
2018,TB,00-0028031,6245,ContCh00,christopher-conte-contech01,Chris Conte,Chris,Conte,FS,S,74,203,California,1989-02-23,2011,Standard,3,93,CHI,29.5414099931554
2017,TB,00-0028031,6245,ContCh00,christopher-conte-contech01,Chris Conte,Chris,Conte,FS,S,74,203,California,1989-02-23,2011,Standard,3,93,CHI,28.5448323066393
2016,TB,00-0028031,6245,ContCh00,christopher-conte-contech01,Chris Conte,Chris,Conte,SS,S,74,203,California,1989-02-23,2011,Standard,3,93,CHI,27.5482546201232
2015,TB,00-0028031,6245,ContCh00,christopher-conte-contech01,Chris Conte,Chris,Conte,SS,S,74,203,California,1989-02-23,2011,Standard,3,93,CHI,26.5516769336071
2014,CHI,00-0028031,6245,ContCh00,christopher-conte-contech01,Chris Conte,Chris,Conte,FS,S,74,203,California,1989-02-23,2011,Standard,3,93,CHI,25.5359342915811
2013,CHI,00-0028031,6245,ContCh00,christopher-conte-contech01,Chris Conte,Chris,Conte,FS,S,74,203,California,1989-02-23,2011,Standard,3,93,CHI,24.539356605065
2021,IND,00-0031734,9830,ReedCh00,christopher-reed-reedch01,Chris Reed,Chris,Reed,G,G,77,300,Mankato State,1992-07-22,2015,Undrafted,NA,NA,JAX,29.1416837782341
2019,MIA,00-0031734,9830,ReedCh00,christopher-reed-reedch01,Chris Reed,Chris,Reed,OG,G,76,320,Mankato State,1992-07-22,2015,Undrafted,NA,NA,JAX,27.129363449692
2018,JAX,00-0031734,9830,ReedCh00,christopher-reed-reedch01,Chris Reed,Chris,Reed,OG,G,77,310,Mankato State,1992-07-22,2015,Undrafted,NA,NA,JAX,26.1327857631759
2016,JAX,00-0031734,9830,ReedCh00,christopher-reed-reedch01,Chris Reed,Chris,Reed,G,G,77,310,Mankato State,1992-07-22,2015,Undrafted,NA,NA,JAX,24.1396303901437
2021,CAR,00-0036555,57373,HubbCh01,chuba-hubbard-hubbach02,Chuba Hubbard,Chuba,Hubbard,RB,HB,73,210,Oklahoma State,1999-06-11,2021,Standard,4,126,CAR,22.2559890485969
2021,BAL,00-0033294,11941,ClarCh00,chuck-clark-clarkch03,Chuck Clark,Chuck,Clark,DB,S,72,205,Virginia Tech,1995-04-19,2017,Standard,6,186,BAL,26.4010951403149
2020,BAL,00-0033294,11941,ClarCh00,chuck-clark-clarkch03,Chuck Clark,Chuck,Clark,SS,S,72,205,Virginia Tech,1995-04-19,2017,Standard,6,186,BAL,25.4045174537988
2019,BAL,00-0033294,11941,ClarCh00,chuck-clark-clarkch03,Chuck Clark,Chuck,Clark,SS,S,72,205,Virginia Tech,1995-04-19,2017,Standard,6,186,BAL,24.3887748117728
2018,BAL,00-0033294,11941,ClarCh00,chuck-clark-clarkch03,Chuck Clark,Chuck,Clark,DB,S,72,205,Virginia Tech,1995-04-19,2017,Standard,6,186,BAL,23.3921971252567
2017,BAL,00-0033294,11941,ClarCh00,chuck-clark-clarkch03,Chuck Clark,Chuck,Clark,DB,S,72,210,Virginia Tech,1995-04-19,2017,Standard,6,186,BAL,22.3956194387406
2021,PIT,00-0034768,46302,OkorCh00,chukwuma-okorafor-okorach01,Chukwuma Okorafor,Chukwuma,Okorafor,OL,T,78,320,Western Michigan,1997-08-08,2018,Standard,3,92,PIT,24.0958247775496
2020,PIT,00-0034768,46302,OkorCh00,chukwuma-okorafor-okorach01,Chukwuma Okorafor,Chukwuma,Okorafor,T,T,78,320,Western Michigan,1997-08-08,2018,Standard,3,92,PIT,23.0992470910335
2019,PIT,00-0034768,46302,OkorCh00,chukwuma-okorafor-okorach01,Chukwuma Okorafor,Chukwuma,Okorafor,OT,T,78,320,Western Michigan,1997-08-08,2018,Standard,3,92,PIT,22.0835044490075
2018,PIT,00-0034768,46302,OkorCh00,chukwuma-okorafor-okorach01,Chukwuma Okorafor,Chukwuma,Okorafor,OT,T,78,320,Western Michigan,1997-08-08,2018,Standard,3,92,PIT,21.0869267624914
2021,NYJ,00-0035698,46232,EdogCh00,chuma-edoga-edogach01,Chuma Edoga,Chuma,Edoga,OT,T,75,308,Southern California,1997-05-25,2019,Standard,3,92,NYJ,24.3011635865845
2020,NYJ,00-0035698,46232,EdogCh00,chuma-edoga-edogach01,Chuma Edoga,Chuma,Edoga,T,T,75,308,Southern California,1997-05-25,2019,Standard,3,92,NYJ,23.3045859000684
2019,NYJ,00-0035698,46232,EdogCh00,chuma-edoga-edogach01,Chuma Edoga,Chuma,Edoga,OT,T,75,308,Southern California,1997-05-25,2019,Standard,3,92,NYJ,22.2888432580424
2014,BAL,00-0028102,6316,BrowCh05,chykie-brown-brownch18,Chykie Brown,Chykie,Brown,CB,CB,71,190,Texas,1986-12-26,2011,Standard,5,164,BAL,27.6988364134155
2013,BAL,00-0028102,6316,BrowCh05,chykie-brown-brownch18,Chykie Brown,Chykie,Brown,DB,CB,71,190,Texas,1986-12-26,2011,Standard,5,164,BAL,26.7022587268994
2013,HOU,00-0030248,8343,WoodCi00,cierre-wood-woodci01,Cierre Wood,Cierre,Wood,RB,HB,71,215,Notre Dame,1991-02-21,2013,Undrafted,NA,NA,HOU,22.5462012320329
2019,DET,00-0029854,8101,AndeC.00,cj-anderson-andercj01,C.J. Anderson,C.J.,Anderson,RB,HB,68,225,California,1991-02-10,2013,Undrafted,NA,NA,DEN,28.5749486652977
2018,CAR,00-0029854,8101,AndeC.00,cj-anderson-andercj01,C.J. Anderson,C.J.,Anderson,RB,HB,68,225,California,1991-02-10,2013,Undrafted,NA,NA,DEN,27.5783709787817
2017,DEN,00-0029854,8101,AndeC.00,cj-anderson-andercj01,C.J. Anderson,C.J.,Anderson,RB,HB,68,224,California,1991-02-10,2013,Undrafted,NA,NA,DEN,26.5817932922656
2016,DEN,00-0029854,8101,AndeC.00,cj-anderson-andercj01,C.J. Anderson,C.J.,Anderson,RB,HB,68,224,California,1991-02-10,2013,Undrafted,NA,NA,DEN,25.5852156057495
2015,DEN,00-0029854,8101,AndeC.00,cj-anderson-andercj01,C.J. Anderson,C.J.,Anderson,RB,HB,68,224,California,1991-02-10,2013,Undrafted,NA,NA,DEN,24.5886379192334
2014,DEN,00-0029854,8101,AndeC.00,cj-anderson-andercj01,C.J. Anderson,C.J.,Anderson,RB,HB,68,224,California,1991-02-10,2013,Undrafted,NA,NA,DEN,23.5728952772074
2013,DEN,00-0029854,8101,AndeC.00,cj-anderson-andercj01,C.J. Anderson,C.J.,Anderson,RB,HB,68,224,California,1991-02-10,2013,Undrafted,NA,NA,DEN,22.5763175906913
2021,JAX,00-0033936,11859,BeatC.00,cj-beathard-beathcj01,C.J. Beathard,C.J.,Beathard,QB,QB,74,215,Iowa,1993-11-16,2017,Standard,3,104,SF,27.8220396988364
2020,SF,00-0033936,11859,BeatC.00,cj-beathard-beathcj01,C.J. Beathard,C.J.,Beathard,QB,QB,74,215,Iowa,1993-11-16,2017,Standard,3,104,SF,26.8254620123203
2019,SF,00-0033936,11859,BeatC.00,cj-beathard-beathcj01,C.J. Beathard,C.J.,Beathard,QB,QB,74,215,Iowa,1993-11-16,2017,Standard,3,104,SF,25.8097193702943
2018,SF,00-0033936,11859,BeatC.00,cj-beathard-beathcj01,C.J. Beathard,C.J.,Beathard,QB,QB,74,215,Iowa,1993-11-16,2017,Standard,3,104,SF,24.8131416837782
2017,SF,00-0033936,11859,BeatC.00,cj-beathard-beathcj01,C.J. Beathard,C.J.,Beathard,QB,QB,74,215,Iowa,1993-11-16,2017,Standard,3,104,SF,23.8165639972622
2021,NYG,00-0033367,12088,BoarC.00,cj-board-boardcj01,C.J. Board,C.J.,Board,WR,WR,73,181,Tennessee-Chattanooga,1993-12-12,2017,Undrafted,NA,NA,BAL,27.750855578371
2020,NYG,00-0033367,12088,BoarC.00,cj-board-boardcj01,C.J. Board,C.J.,Board,WR,WR,73,180,Tennessee-Chattanooga,1993-12-12,2017,Undrafted,NA,NA,BAL,26.7542778918549
2019,JAX,00-0033367,12088,BoarC.00,cj-board-boardcj01,C.J. Board,C.J.,Board,WR,WR,73,181,Tennessee-Chattanooga,1993-12-12,2017,Undrafted,NA,NA,BAL,25.7385352498289
2017,HOU,00-0031302,8700,FiedC.00,cj-fiedorowicz-fiedocj01,C.J. Fiedorowicz,C.J.,Fiedorowicz,TE,TE,77,265,Iowa,1991-10-22,2014,Standard,3,65,HOU,25.886379192334
2016,HOU,00-0031302,8700,FiedC.00,cj-fiedorowicz-fiedocj01,C.J. Fiedorowicz,C.J.,Fiedorowicz,TE,TE,77,265,Iowa,1991-10-22,2014,Standard,3,65,HOU,24.8898015058179
2015,HOU,00-0031302,8700,FiedC.00,cj-fiedorowicz-fiedocj01,C.J. Fiedorowicz,C.J.,Fiedorowicz,TE,TE,77,265,Iowa,1991-10-22,2014,Standard,3,65,HOU,23.8932238193018
2014,HOU,00-0031302,8700,FiedC.00,cj-fiedorowicz-fiedocj01,C.J. Fiedorowicz,C.J.,Fiedorowicz,TE,TE,77,265,Iowa,1991-10-22,2014,Standard,3,65,HOU,22.8774811772758
2021,DAL,00-0031357,9243,GoodC.00,cj-goodwin-goodwcj01,C.J. Goodwin,C.J.,Goodwin,CB,S,75,190,California (PA),1990-02-04,2014,Undrafted,NA,NA,PIT,31.6030116358658
2019,DAL,00-0031357,9243,GoodC.00,cj-goodwin-goodwcj01,C.J. Goodwin,C.J.,Goodwin,DB,CB,75,198,California (PA),1990-02-04,2014,Undrafted,NA,NA,PIT,29.5906913073238
2017,ATL,00-0031357,9243,GoodC.00,cj-goodwin-goodwcj01,C.J. Goodwin,C.J.,Goodwin,CB,CB,76,220,California (PA),1990-02-04,2014,Undrafted,NA,NA,PIT,27.5975359342916
2016,ATL,00-0031357,9243,GoodC.00,cj-goodwin-goodwcj01,C.J. Goodwin,C.J.,Goodwin,CB,CB,75,220,California (PA),1990-02-04,2014,Undrafted,NA,NA,PIT,26.6009582477755
2021,MIN,00-0032918,11347,HamxC.00,cj-ham-hamcj01,C.J. Ham,C.J.,Ham,FB,FB,71,250,Augustana (SD),1993-07-22,2016,Undrafted,NA,NA,MIN,28.1423682409309
2020,MIN,00-0032918,11347,HamxC.00,cj-ham-hamcj01,C.J. Ham,C.J.,Ham,FB,FB,71,235,Augustana (SD),1993-07-22,2016,Undrafted,NA,NA,MIN,27.1457905544148
2019,MIN,00-0032918,11347,HamxC.00,cj-ham-hamcj01,C.J. Ham,C.J.,Ham,FB,FB,71,235,Augustana (SD),1993-07-22,2016,Undrafted,NA,NA,MIN,26.1300479123888
2018,MIN,00-0032918,11347,HamxC.00,cj-ham-hamcj01,C.J. Ham,C.J.,Ham,FB,FB,71,235,Augustana (SD),1993-07-22,2016,Undrafted,NA,NA,MIN,25.1334702258727
2017,MIN,00-0032918,11347,HamxC.00,cj-ham-hamcj01,C.J. Ham,C.J.,Ham,RB,FB,71,235,Augustana (SD),1993-07-22,2016,Undrafted,NA,NA,MIN,24.1368925393566
2021,JAX,00-0036281,55593,HendCJ00,cj-henderson-hendecj01,C.J. Henderson,C.J.,Henderson,CB,CB,73,205,Florida,1998-09-30,2020,Standard,1,9,JAX,22.9514031485284
2020,JAX,00-0036281,55593,HendCJ00,cj-henderson-hendecj01,C.J. Henderson,C.J.,Henderson,CB,CB,73,191,Florida,1998-09-30,2020,Standard,1,9,JAX,21.9548254620123
2021,DET,00-0035327,26617,MoorCJ01,cj-moore-moorecj02,C.J. Moore,C.J.,Moore,DB,S,71,197,Mississippi,1995-12-15,2019,Undrafted,NA,NA,DET,25.7440109514031
2020,DET,00-0035327,26617,MoorCJ01,cj-moore-moorecj02,C.J. Moore,C.J.,Moore,DB,S,71,195,Mississippi,1995-12-15,2019,Undrafted,NA,NA,DET,24.7474332648871
2019,DET,00-0035327,26617,MoorCJ01,cj-moore-moorecj02,C.J. Moore,C.J.,Moore,DB,S,71,195,Mississippi,1995-12-15,2019,Undrafted,NA,NA,DET,23.7316906228611
2015,MIA,00-0023624,2408,MoslC.20,cj-mosley-moslecj01,C.J. Mosley,C.J.,Mosley,DT,DI,74,315,Missouri,1983-08-06,2005,Standard,6,191,MIN,32.104038329911
2014,DET,00-0023624,2408,MoslC.20,cj-mosley-moslecj01,C.J. Mosley,C.J.,Mosley,DT,DI,74,312,Missouri,1983-08-06,2005,Standard,6,191,MIN,31.088295687885
2013,DET,00-0023624,2408,MoslC.20,cj-mosley-moslecj01,C.J. Mosley,C.J.,Mosley,DT,DI,74,310,Missouri,1983-08-06,2005,Standard,6,191,MIN,30.0917180013689
2021,NYJ,00-0031296,8652,MoslC.00,cj-mosley-moslecj02,C.J. Mosley,C.J.,Mosley,LB,LB,74,250,Alabama,1992-06-19,2014,Standard,1,17,BAL,29.2320328542094
2019,NYJ,00-0031296,8652,MoslC.00,cj-mosley-moslecj02,C.J. Mosley,C.J.,Mosley,ILB,LB,74,250,Alabama,1992-06-19,2014,Standard,1,17,BAL,27.2197125256674
2018,BAL,00-0031296,8652,MoslC.00,cj-mosley-moslecj02,C.J. Mosley,C.J.,Mosley,ILB,LB,74,250,Alabama,1992-06-19,2014,Standard,1,17,BAL,26.2231348391513
2017,BAL,00-0031296,8652,MoslC.00,cj-mosley-moslecj02,C.J. Mosley,C.J.,Mosley,ILB,LB,74,250,Alabama,1992-06-19,2014,Standard,1,17,BAL,25.2265571526352
2016,BAL,00-0031296,8652,MoslC.00,cj-mosley-moslecj02,C.J. Mosley,C.J.,Mosley,ILB,LB,74,241,Alabama,1992-06-19,2014,Standard,1,17,BAL,24.2299794661191
2015,BAL,00-0031296,8652,MoslC.00,cj-mosley-moslecj02,C.J. Mosley,C.J.,Mosley,ILB,LB,74,235,Alabama,1992-06-19,2014,Standard,1,17,BAL,23.233401779603
2014,BAL,00-0031296,8652,MoslC.00,cj-mosley-moslecj02,C.J. Mosley,C.J.,Mosley,ILB,LB,74,235,Alabama,1992-06-19,2014,Standard,1,17,BAL,22.217659137577
2019,SEA,00-0032393,10724,ProsC.00,cj-prosise-prosicj01,C.J. Prosise,C.J.,Prosise,RB,HB,73,225,Notre Dame,1994-05-20,2016,Standard,3,90,SEA,25.3032169746749
2018,SEA,00-0032393,10724,ProsC.00,cj-prosise-prosicj01,C.J. Prosise,C.J.,Prosise,RB,HB,73,225,Notre Dame,1994-05-20,2016,Standard,3,90,SEA,24.3066392881588
2017,SEA,00-0032393,10724,ProsC.00,cj-prosise-prosicj01,C.J. Prosise,C.J.,Prosise,RB,HB,73,225,Notre Dame,1994-05-20,2016,Standard,3,90,SEA,23.3100616016427
2016,SEA,00-0032393,10724,ProsC.00,cj-prosise-prosicj01,C.J. Prosise,C.J.,Prosise,RB,HB,73,220,Notre Dame,1994-05-20,2016,Standard,3,90,SEA,22.3134839151266
2016,PHI,00-0032856,11080,SmitC.00,cj-smith-smithcj01,C.J. Smith,C.J.,Smith,CB,CB,71,189,North Dakota State,1993-05-10,2016,Undrafted,NA,NA,PHI,23.3401779603012
2016,NO,00-0027861,5534,SpilC.00,cj-spiller-spillcj02,C.J. Spiller,C.J.,Spiller,RB,HB,71,200,Clemson,1987-08-05,2010,Standard,1,9,BUF,29.1033538672142
2015,NO,00-0027861,5534,SpilC.00,cj-spiller-spillcj02,C.J. Spiller,C.J.,Spiller,RB,HB,71,200,Clemson,1987-08-05,2010,Standard,1,9,BUF,28.1067761806982
2014,BUF,00-0027861,5534,SpilC.00,cj-spiller-spillcj02,C.J. Spiller,C.J.,Spiller,RB,HB,71,200,Clemson,1987-08-05,2010,Standard,1,9,BUF,27.0910335386721
2013,BUF,00-0027861,5534,SpilC.00,cj-spiller-spillcj02,C.J. Spiller,C.J.,Spiller,RB,HB,71,200,Clemson,1987-08-05,2010,Standard,1,9,BUF,26.0944558521561
2013,SF,00-0026758,5370,SpilCJ99,cj-spillman-spillcj01,C.J. Spillman,C.J.,Spillman,DB,S,72,199,Marshall,1986-05-06,2009,Undrafted,NA,NA,LAC,27.3429158110883
2021,CIN,00-0032134,9590,UzomC.00,cj-uzomah-uzomacj01,C.J. Uzomah,C.J.,Uzomah,TE,TE,78,260,Auburn,1993-01-14,2015,Standard,5,157,CIN,28.6598220396988
2020,CIN,00-0032134,9590,UzomC.00,cj-uzomah-uzomacj01,C.J. Uzomah,C.J.,Uzomah,TE,TE,78,260,Auburn,1993-01-14,2015,Standard,5,157,CIN,27.6632443531828
2019,CIN,00-0032134,9590,UzomC.00,cj-uzomah-uzomacj01,C.J. Uzomah,C.J.,Uzomah,TE,TE,78,260,Auburn,1993-01-14,2015,Standard,5,157,CIN,26.6475017111567
2018,CIN,00-0032134,9590,UzomC.00,cj-uzomah-uzomacj01,C.J. Uzomah,C.J.,Uzomah,TE,TE,78,265,Auburn,1993-01-14,2015,Standard,5,157,CIN,25.6509240246407
2017,CIN,00-0032134,9590,UzomC.00,cj-uzomah-uzomacj01,C.J. Uzomah,C.J.,Uzomah,TE,TE,78,265,Auburn,1993-01-14,2015,Standard,5,157,CIN,24.6543463381246
2016,CIN,00-0032134,9590,UzomC.00,cj-uzomah-uzomacj01,C.J. Uzomah,C.J.,Uzomah,TE,TE,78,265,Auburn,1993-01-14,2015,Standard,5,157,CIN,23.6577686516085
2015,CIN,00-0032134,9590,UzomC.00,cj-uzomah-uzomacj01,C.J. Uzomah,C.J.,Uzomah,TE,TE,77,271,Auburn,1993-01-14,2015,Standard,5,157,CIN,22.6611909650924
2014,LV,00-0027822,5753,WilsC.98,cj-wilson-wilsocj02,C.J. Wilson,C.J.,Wilson,DE,ED,75,300,East Carolina,1987-03-30,2010,Standard,7,230,GB,27.4414784394251
2013,GB,00-0027822,5753,WilsC.98,cj-wilson-wilsocj02,C.J. Wilson,C.J.,Wilson,DE,DI,75,306,East Carolina,1987-03-30,2010,Standard,7,230,GB,26.444900752909
2013,CHI,00-0030141,8327,WilsC.00,cj-wilson-wilsocj03,C.J. Wilson,C.J.,Wilson,CB,CB,71,187,North Carolina State,1989-11-18,2013,Undrafted,NA,NA,CHI,23.8056125941136
2021,CIN,00-0025630,3859,HarrCl20,clark-harris-harricl03,Clark Harris,Clark,Harris,LS,LS,77,250,Rutgers,1984-07-10,2007,Standard,7,243,GB,37.1745379876797
2020,CIN,00-0025630,3859,HarrCl20,clark-harris-harricl03,Clark Harris,Clark,Harris,LS,LS,77,250,Rutgers,1984-07-10,2007,Standard,7,243,GB,36.1779603011636
2019,CIN,00-0025630,3859,HarrCl20,clark-harris-harricl03,Clark Harris,Clark,Harris,LS,LS,77,250,Rutgers,1984-07-10,2007,Standard,7,243,GB,35.1622176591376
2018,CIN,00-0025630,3859,HarrCl20,clark-harris-harricl03,Clark Harris,Clark,Harris,LS,LS,77,250,Rutgers,1984-07-10,2007,Standard,7,243,GB,34.1656399726215
2017,CIN,00-0025630,3859,HarrCl20,clark-harris-harricl03,Clark Harris,Clark,Harris,LS,LS,77,250,Rutgers,1984-07-10,2007,Standard,7,243,GB,33.1690622861054
2016,CIN,00-0025630,3859,HarrCl20,clark-harris-harricl03,Clark Harris,Clark,Harris,LS,LS,77,250,Rutgers,1984-07-10,2007,Standard,7,243,GB,32.1724845995893
2015,CIN,00-0025630,3859,HarrCl20,clark-harris-harricl03,Clark Harris,Clark,Harris,LS,LS,77,250,Rutgers,1984-07-10,2007,Standard,7,243,GB,31.1759069130732
2014,CIN,00-0025630,3859,HarrCl20,clark-harris-harricl03,Clark Harris,Clark,Harris,LS,LS,77,245,Rutgers,1984-07-10,2007,Standard,7,243,GB,30.1601642710472
2013,CIN,00-0025630,3859,HarrCl20,clark-harris-harricl03,Clark Harris,Clark,Harris,LS,LS,77,245,Rutgers,1984-07-10,2007,Standard,7,243,GB,29.1635865845311
2017,NYJ,00-0032699,11264,PeloCl00,claude-pelon-peloncl01,Claude Pelon,Claude,Pelon,DE,DI,75,300,Southern California,1992-11-27,2016,Undrafted,NA,NA,NYJ,24.7857631759069
